Veldnaam;Veldnaam_export;In_gebruik;Veldtype;p_na;lower;upper;pattern;Uniek;Percentages;Distribution;Opmerkingen
Gemeentecode;Gemeentecode;TRUE;numeric;0;363;363;NA;FALSE;363: (100%);Q1 = 363  | median = 363  | Q3 =  363  | mean = 363  | stdev = 0;
Stedelijkheid;Stedelijkheid;TRUE;numeric;0;1;1;NA;FALSE;1: (100%);Q1 = 1  | median = 1  | Q3 =  1  | mean = 1  | stdev = 0;
Landsdeel;Landsdeel;TRUE;numeric;0;3;3;NA;FALSE;3: (100%);Q1 = 3  | median = 3  | Q3 =  3  | mean = 3  | stdev = 0;
Fixus;Fixus;TRUE;numeric;0;0;0;NA;FALSE;0: (100%);Q1 = 0  | median = 0  | Q3 =  0  | mean = 0  | stdev = 0;
Decentraal;Decentraal;TRUE;numeric;0;0;0;NA;FALSE;0: (100%);Q1 = 0  | median = 0  | Q3 =  0  | mean = 0  | stdev = 0;
Bekostiging;Bekostiging;TRUE;numeric;0;1;1;NA;FALSE;1: (100%);Q1 = 1  | median = 1  | Q3 =  1  | mean = 1  | stdev = 0;
Opleidingsvorm3;Opleidingsvorm3;TRUE;numeric;0;1;1;NA;FALSE;1: (100%);Q1 = 1  | median = 1  | Q3 =  1  | mean = 1  | stdev = 0;
Opleidingsvorm2;Opleidingsvorm2;TRUE;numeric;0;1;1;NA;FALSE;1: (100%);Q1 = 1  | median = 1  | Q3 =  1  | mean = 1  | stdev = 0;
TypeStudent;TypeStudent;TRUE;numeric;0;1;1;NA;FALSE;1: (100%);Q1 = 1  | median = 1  | Q3 =  1  | mean = 1  | stdev = 0;
Responsdatum;Responsdatum;TRUE;POSIXct;0;NA;NA;^[0-9]{4}\-[0-9]{2}\-[0-9]{2}$;FALSE;2024-01-18: ( 7.6%) | 2022-01-20: ( 5.9%) | 2023-02-03: ( 5.4%) | 2023-01-19: ( 4.6%) | 2023-03-01: ( 4.5%) | 2024-02-26: ( 3.8%) | 2023-03-07: ( 3.6%) | 2023-02-14: ( 3.3%) | 2022-02-04: ( 3.1%) | 2022-03-02: ( 3.1%) | Other: (55.0%);NA;
Leerroute_track;Leerroute_track;TRUE;subset;0;NA;NA;NA;FALSE;: (100%);Q1 = NA  | median = NA  | Q3 =  NA  | mean = NaN  | stdev = NA;
Label1;Label1;TRUE;subset;0;NA;NA;NA;FALSE;: (100%);Q1 = NA  | median = NA  | Q3 =  NA  | mean = NaN  | stdev = NA;
Label2;Label2;TRUE;subset;0;NA;NA;NA;FALSE;: (100%);Q1 = NA  | median = NA  | Q3 =  NA  | mean = NaN  | stdev = NA;
Label3;Label3;TRUE;subset;0;NA;NA;NA;FALSE;: (100%);Q1 = NA  | median = NA  | Q3 =  NA  | mean = NaN  | stdev = NA;
Label4;Label4;TRUE;subset;0;NA;NA;NA;FALSE;: (100%);Q1 = NA  | median = NA  | Q3 =  NA  | mean = NaN  | stdev = NA;
Label5;Label5;TRUE;subset;0;NA;NA;NA;FALSE;: (100%);Q1 = NA  | median = NA  | Q3 =  NA  | mean = NaN  | stdev = NA;
Label6;Label6;TRUE;subset;0;NA;NA;NA;FALSE;: (100%);Q1 = NA  | median = NA  | Q3 =  NA  | mean = NaN  | stdev = NA;
Label7;Label7;TRUE;subset;0;NA;NA;NA;FALSE;: (92.7%) | 65014_JOINT_AMSTERDAM: ( 3.6%) | 65020_JOINT_AMSTERDAM: ( 2.7%) | AUC: ( 1.1%);Q1 = NA  | median = NA  | Q3 =  NA  | mean = NaN  | stdev = NA;
Afstandsonderwijs;Afstandsonderwijs;TRUE;numeric;0;0;0;NA;FALSE;0: (100%);Q1 = 0  | median = 0  | Q3 =  0  | mean = 0  | stdev = 0;
Kunstopleiding;Kunstopleiding;TRUE;numeric;25,87923026;0;0;NA;FALSE;0: (100%);Q1 = 0  | median = 0  | Q3 =  0  | mean = 0  | stdev = 0;
Internationale_Student;Internationale_Student;TRUE;numeric;34,37292634;0;1;NA;FALSE;1: (37%) | 0: (63%);Q1 = 0  | median = 1  | Q3 =  1  | mean = 0.566  | stdev = 0.496;
Hoofdopleiding;Hoofdopleiding;TRUE;numeric;25,87923026;0;1;NA;FALSE;1: (74%) | 0: (26%);Q1 = 1  | median = 1  | Q3 =  1  | mean = 0.996  | stdev = 0.0598;
Geslacht;Geslacht;TRUE;numeric;25,87923026;1;4;NA;FALSE;2: (43.3%) | 1: (27.9%) | 4: ( 1.7%) | 3: (27.1%);Q1 = 1  | median = 2  | Q3 =  2  | mean = 1.69  | stdev = 0.623;
Leeftijd;Leeftijd;TRUE;numeric;25,87923026;17;65;NA;FALSE;19: (11.9%) | 20: (11.3%) | 23: ( 8.4%) | 18: ( 8.1%) | 21: ( 7.9%) | 22: ( 6.4%) | 24: ( 5.6%) | 25: ( 4.4%) | 26: ( 3.1%) | Other: (32.9%);Q1 = 19  | median = 21  | Q3 =  24  | mean = 22  | stdev = 3.86;
studiejaar;studiejaar;TRUE;numeric;0;1;2;NA;FALSE;2: (74%) | 1: (26%);Q1 = 1  | median = 2  | Q3 =  2  | mean = 1.74  | stdev = 0.44;
StudiejaarStudent;StudiejaarStudent;TRUE;numeric;25,87923026;3;16;NA;FALSE;3: (19.6%) | 7: (15.8%) | 8: (12.6%) | 4: (12.3%) | 5: ( 9.8%) | 9: ( 2.2%) | 16: ( 1.0%) | 6: (26.7%);Q1 = 3  | median = 5  | Q3 =  7  | mean = 5.52  | stdev = 2.33;
Vooropleiding;Vooropleiding;TRUE;numeric;27,27272727;1;22;NA;FALSE;12: (15.9%) | 8: (11.7%) | 15: (11.3%) | 13: ( 9.5%) | 2: ( 8.8%) | 5: ( 5.8%) | 17: ( 5.0%) | 10: ( 2.6%) | 6: ( 1.3%) | Other: (28.2%);Q1 = 8  | median = 12  | Q3 =  13  | mean = 10.3  | stdev = 4.52;
Woonsituatie;Woonsituatie;TRUE;numeric;25,87923026;1;5;NA;FALSE;2: (51.4%) | 4: ( 8.8%) | 3: ( 7.4%) | 1: ( 5.9%) | 5: (26.5%);Q1 = 2  | median = 2  | Q3 =  2  | mean = 2.28  | stdev = 0.808;
TEVREDENHEIDALGEMEEN_01;TEVREDENHEIDALGEMEEN_01;TRUE;numeric;0;1;5;NA;FALSE;4: (58.5%) | 3: (18.6%) | 5: (16.5%) | 2: ( 5.2%) | 1: ( 1.2%);Q1 = 3.5  | median = 4  | Q3 =  4  | mean = 3.84  | stdev = 0.8;
TEVREDENHEIDALGEMEEN_02;TEVREDENHEIDALGEMEEN_02;TRUE;numeric;1,194426012;1;5;NA;FALSE;4: (58.5%) | 5: (18.6%) | 3: (15.1%) | 2: ( 5.8%) | 1: ( 2.0%);Q1 = 4  | median = 4  | Q3 =  4  | mean = 3.89  | stdev = 0.799;
TEVREDENHEIDALGEMEEN_03;TEVREDENHEIDALGEMEEN_03;TRUE;numeric;1,194426012;1;5;NA;FALSE;4: (50.8%) | 5: (22.0%) | 3: (20.1%) | 2: ( 4.9%) | 1: ( 2.1%);Q1 = 3  | median = 4  | Q3 =  4  | mean = 3.89  | stdev = 0.836;
TEVREDENHEIDALGEMEEN_04;TEVREDENHEIDALGEMEEN_04;TRUE;numeric;1,194426012;1;5;NA;FALSE;3: (40.9%) | 4: (31.3%) | 2: (14.5%) | 5: ( 8.0%) | 1: ( 5.2%);Q1 = 3  | median = 3  | Q3 =  4  | mean = 3.25  | stdev = 0.942;
TEVREDENHEIDALGEMEEN_05;TEVREDENHEIDALGEMEEN_05;TRUE;numeric;100;NA;NA;^([0-3])?[0-9]\-([0-1])?[0-9]\-[1-2][0-9]{3}$;FALSE;: (%);Q1 = NA  | median = NA  | Q3 =  NA  | mean = NaN  | stdev = NA;
TEVREDENHEIDALGEMEEN_06;TEVREDENHEIDALGEMEEN_06;TRUE;numeric;1,791639018;1;5;NA;FALSE;4: (51.7%) | 5: (24.4%) | 3: (16.6%) | 2: ( 4.4%) | 1: ( 2.9%);Q1 = 4  | median = 4  | Q3 =  4  | mean = 3.96  | stdev = 0.835;
TEVREDENHEIDALGEMEEN_07;TEVREDENHEIDALGEMEEN_07;TRUE;numeric;1,791639018;1;5;NA;FALSE;4: (55.1%) | 3: (18.6%) | 5: (17.1%) | 2: ( 6.0%) | 1: ( 3.1%);Q1 = 3  | median = 4  | Q3 =  4  | mean = 3.82  | stdev = 0.835;
TEVREDENHEIDALGEMEEN_08;TEVREDENHEIDALGEMEEN_08;TRUE;numeric;1,791639018;1;5;NA;FALSE;4: (41.8%) | 5: (29.8%) | 3: (19.1%) | 2: ( 5.7%) | 1: ( 3.6%);Q1 = 3  | median = 4  | Q3 =  5  | mean = 3.94  | stdev = 0.944;
TEVREDENHEIDALGEMEEN_09;TEVREDENHEIDALGEMEEN_09;TRUE;numeric;1,99071002;1;5;NA;FALSE;4: (52.3%) | 3: (23.3%) | 5: (13.7%) | 2: ( 7.1%) | 1: ( 3.6%);Q1 = 3  | median = 4  | Q3 =  4  | mean = 3.71  | stdev = 0.854;
TEVREDENHEIDALGEMEEN_10;TEVREDENHEIDALGEMEEN_10;TRUE;numeric;1,99071002;1;5;NA;FALSE;4: (52.1%) | 3: (20.8%) | 5: (18.2%) | 2: ( 6.1%) | 1: ( 2.8%);Q1 = 3  | median = 4  | Q3 =  4  | mean = 3.83  | stdev = 0.831;
TEVREDENHEIDALGEMEEN_11;TEVREDENHEIDALGEMEEN_11;TRUE;numeric;22,03052422;1;5;NA;FALSE;4: (28.8%) | 3: (20.6%) | 5: (18.5%) | 2: ( 8.2%) | 1: (24.0%);Q1 = 3  | median = 4  | Q3 =  4  | mean = 3.69  | stdev = 1.02;
TEVREDENHEIDALGEMEEN_12;TEVREDENHEIDALGEMEEN_12;TRUE;numeric;1,99071002;1;5;NA;FALSE;4: (40.9%) | 5: (31.2%) | 3: (18.3%) | 2: ( 6.1%) | 1: ( 3.5%);Q1 = 3  | median = 4  | Q3 =  5  | mean = 3.96  | stdev = 0.942;
OPNIEUWKIEZEN;OPNIEUWKIEZEN;TRUE;numeric;2,455209025;1;5;NA;FALSE;4: (41.1%) | 5: (26.6%) | 3: (16.7%) | 2: (10.2%) | 1: ( 5.4%);Q1 = 3  | median = 4  | Q3 =  5  | mean = 3.8  | stdev = 1.05;
INHOUDOPZET_THEMA;INHOUDOPZET_THEMA;TRUE;numeric;3,98142004;1;5;NA;FALSE;3.875: (10.7%) | 4: (10.4%) | 3.75: ( 8.4%) | 3.625: ( 8.0%) | 4.125: ( 7.8%) | 4.25: ( 7.0%) | 3.5: ( 5.2%) | 4.375: ( 4.8%) | 4.5: ( 4.4%) | 3.375: ( 4.2%) | Other: (29.1%);Q1 = 3.5  | median = 3.875  | Q3 =  4.25  | mean = 3.86  | stdev = 0.587;
INHOUDOPZET_01;INHOUDOPZET_01;TRUE;numeric;3,118779031;1;5;NA;FALSE;4: (46.8%) | 3: (23.2%) | 5: (18.2%) | 2: ( 7.4%) | 1: ( 4.4%);Q1 = 3  | median = 4  | Q3 =  4  | mean = 3.75  | stdev = 0.892;
INHOUDOPZET_02;INHOUDOPZET_02;TRUE;numeric;3,118779031;1;5;NA;FALSE;4: (56.9%) | 5: (19.9%) | 3: (15.5%) | 2: ( 4.2%) | 1: ( 3.6%);Q1 = 4  | median = 4  | Q3 =  4  | mean = 3.95  | stdev = 0.76;
INHOUDOPZET_03;INHOUDOPZET_03;TRUE;numeric;3,118779031;1;5;NA;FALSE;4: (54.0%) | 5: (21.8%) | 3: (15.7%) | 2: ( 4.6%) | 1: ( 3.9%);Q1 = 4  | median = 4  | Q3 =  4  | mean = 3.94  | stdev = 0.806;
INHOUDOPZET_04;INHOUDOPZET_04;TRUE;numeric;3,118779031;1;5;NA;FALSE;4: (53.0%) | 3: (21.3%) | 5: (15.6%) | 2: ( 6.0%) | 1: ( 4.1%);Q1 = 3  | median = 4  | Q3 =  4  | mean = 3.79  | stdev = 0.823;
INHOUDOPZET_05;INHOUDOPZET_05;TRUE;numeric;3,98142004;1;5;NA;FALSE;4: (47.8%) | 5: (29.2%) | 3: (13.7%) | 2: ( 4.5%) | 1: ( 4.7%);Q1 = 4  | median = 4  | Q3 =  5  | mean = 4.04  | stdev = 0.838;
INHOUDOPZET_06;INHOUDOPZET_06;TRUE;numeric;3,98142004;1;5;NA;FALSE;4: (39.0%) | 3: (26.6%) | 2: (15.1%) | 5: (12.8%) | 1: ( 6.6%);Q1 = 3  | median = 4  | Q3 =  4  | mean = 3.46  | stdev = 0.996;
INHOUDOPZET_07;INHOUDOPZET_07;TRUE;numeric;3,98142004;1;5;NA;FALSE;4: (54.1%) | 5: (19.8%) | 3: (16.4%) | 2: ( 4.8%) | 1: ( 4.8%);Q1 = 4  | median = 4  | Q3 =  4  | mean = 3.91  | stdev = 0.807;
INHOUDOPZET_08;INHOUDOPZET_08;TRUE;numeric;3,98142004;1;5;NA;FALSE;4: (35.5%) | 5: (35.0%) | 3: (17.1%) | 2: ( 6.9%) | 1: ( 5.4%);Q1 = 3  | median = 4  | Q3 =  5  | mean = 4  | stdev = 0.984;
STUDIEDRUK_01;STUDIEDRUK_01;TRUE;numeric;3,98142004;1;5;NA;FALSE;3: (49.8%) | 4: (34.5%) | 5: ( 5.9%) | 2: ( 5.2%) | 1: ( 4.6%);Q1 = 3  | median = 3  | Q3 =  4  | mean = 3.41  | stdev = 0.718;
AANSLUITING_THEMA;AANSLUITING_THEMA;TRUE;numeric;15,85932316;1;5;NA;FALSE;4: (18.5%) | 3: (18.4%) | 3.5: (13.5%) | 2.5: (10.5%) | 2: ( 9.0%) | 4.5: ( 5.9%) | 5: ( 4.3%) | 1.5: ( 2.5%) | 1: (17.5%);Q1 = 2.5  | median = 3.5  | Q3 =  4  | mean = 3.26  | stdev = 0.915;
AANSLUITING_01;AANSLUITING_01;TRUE;numeric;20,83609821;1;5;NA;FALSE;4: (29.9%) | 3: (26.2%) | 2: (13.8%) | 5: ( 6.7%) | 1: (23.4%);Q1 = 3  | median = 3  | Q3 =  4  | mean = 3.31  | stdev = 0.963;
AANSLUITING_02;AANSLUITING_02;TRUE;numeric;21,10152621;1;5;NA;FALSE;3: (25.0%) | 4: (23.6%) | 2: (17.7%) | 5: ( 8.4%) | 1: (25.3%);Q1 = 2  | median = 3  | Q3 =  4  | mean = 3.18  | stdev = 1.07;
DOCENTEN_THEMA;DOCENTEN_THEMA;TRUE;numeric;5,573988056;1;5;NA;FALSE;4: (11.5%) | 4.125: ( 9.0%) | 3.875: ( 8.4%) | 4.25: ( 7.8%) | 3.75: ( 7.5%) | 4.375: ( 7.4%) | 4.5: ( 6.0%) | 3.625: ( 5.6%) | 3.5: ( 5.0%) | Other: (31.8%);Q1 = 3.625  | median = 4  | Q3 =  4.375  | mean = 3.99  | stdev = 0.559;
DOCENTEN_01;DOCENTEN_01;TRUE;numeric;5,308560053;1;5;NA;FALSE;4: (49.7%) | 5: (25.1%) | 3: (15.1%) | 2: ( 3.9%) | 1: ( 6.2%);Q1 = 4  | median = 4  | Q3 =  5  | mean = 3.99  | stdev = 0.823;
DOCENTEN_02;DOCENTEN_02;TRUE;numeric;5,308560053;1;5;NA;FALSE;4: (53.0%) | 5: (20.1%) | 3: (17.4%) | 2: ( 3.4%) | 1: ( 6.1%);Q1 = 4  | median = 4  | Q3 =  4  | mean = 3.93  | stdev = 0.781;
DOCENTEN_03;DOCENTEN_03;TRUE;numeric;5,308560053;1;5;NA;FALSE;4: (47.1%) | 5: (36.2%) | 3: ( 9.4%) | 2: ( 1.6%) | 1: ( 5.6%);Q1 = 4  | median = 4  | Q3 =  5  | mean = 4.24  | stdev = 0.724;
DOCENTEN_04;DOCENTEN_04;TRUE;numeric;5,308560053;1;5;NA;FALSE;4: (46.4%) | 5: (25.0%) | 3: (19.9%) | 2: ( 2.9%) | 1: ( 5.8%);Q1 = 4  | median = 4  | Q3 =  5  | mean = 3.98  | stdev = 0.801;
DOCENTEN_05;DOCENTEN_05;TRUE;numeric;5,573988056;1;5;NA;FALSE;4: (52.8%) | 3: (21.4%) | 5: (15.7%) | 2: ( 3.8%) | 1: ( 6.4%);Q1 = 3  | median = 4  | Q3 =  4  | mean = 3.83  | stdev = 0.777;
DOCENTEN_06;DOCENTEN_06;TRUE;numeric;5,573988056;1;5;NA;FALSE;4: (41.7%) | 3: (26.6%) | 5: (18.0%) | 2: ( 6.9%) | 1: ( 6.8%);Q1 = 3  | median = 4  | Q3 =  4  | mean = 3.72  | stdev = 0.896;
DOCENTEN_07;DOCENTEN_07;TRUE;numeric;5,573988056;1;5;NA;FALSE;4: (58.1%) | 3: (16.7%) | 5: (15.5%) | 2: ( 3.6%) | 1: ( 6.2%);Q1 = 4  | median = 4  | Q3 =  4  | mean = 3.89  | stdev = 0.737;
DOCENTEN_08;DOCENTEN_08;TRUE;numeric;5,573988056;1;5;NA;FALSE;4: (46.38%) | 5: (39.15%) | 3: ( 7.50%) | 2: ( 0.93%) | 1: ( 6.04%);Q1 = 4  | median = 4  | Q3 =  5  | mean = 4.3  | stdev = 0.698;
ENGELS_01;ENGELS_01;TRUE;numeric;6,370272064;1;5;NA;FALSE;5: (53.9%) | 4: (31.7%) | 3: ( 6.0%) | 2: ( 1.5%) | 1: ( 6.8%);Q1 = 4  | median = 5  | Q3 =  5  | mean = 4.47  | stdev = 0.726;
BEGELEIDING_SELECTIE;BEGELEIDING_SELECTIE;TRUE;numeric;66,62242867;1;2;NA;FALSE;1: (19%) | 2: (81%);Q1 = 1  | median = 1  | Q3 =  2  | mean = 1.43  | stdev = 0.495;
BEGELEIDING_THEMA;BEGELEIDING_THEMA;TRUE;numeric;25,48108825;1;5;NA;FALSE;4: (23.95%) | 3: (12.34%) | 5: (11.55%) | 3.5: (10.02%) | 4.5: ( 7.70%) | 2: ( 4.31%) | 2.5: ( 3.05%) | 1.5: ( 0.86%) | 1: (26.21%);Q1 = 3  | median = 4  | Q3 =  4.5  | mean = 3.74  | stdev = 0.892;
BEGELEIDING_01;BEGELEIDING_01;TRUE;numeric;25,61380226;1;5;NA;FALSE;4: (33.0%) | 5: (17.9%) | 3: (15.9%) | 2: ( 6.6%) | 1: (26.6%);Q1 = 3  | median = 4  | Q3 =  4  | mean = 3.81  | stdev = 0.945;
BEGELEIDING_02;BEGELEIDING_02;TRUE;numeric;30,65693431;1;5;NA;FALSE;4: (30.1%) | 3: (17.3%) | 5: (13.3%) | 2: ( 7.3%) | 1: (31.9%);Q1 = 3  | median = 4  | Q3 =  4  | mean = 3.68  | stdev = 0.961;
TOETSINGBEOORDELING_THEMA;TOETSINGBEOORDELING_THEMA;TRUE;numeric;6,237558062;1;5;NA;FALSE;4: (19.3%) | 3.83333333333333: (13.0%) | 3.66666666666667: (10.6%) | 3.5: ( 6.4%) | 4.16666666666667: ( 6.0%) | 3.33333333333333: ( 5.9%) | 3: ( 5.0%) | 4.33333333333333: ( 4.7%) | 3.16666666666667: ( 4.1%) | Other: (25.0%);Q1 = 3.33333333333333  | median = 3.83333333333333  | Q3 =  4  | mean = 3.73  | stdev = 0.639;
TOETSINGBEOORDELING_01;TOETSINGBEOORDELING_01;TRUE;numeric;6,171201062;1;5;NA;FALSE;4: (56.1%) | 3: (18.1%) | 5: (13.5%) | 2: ( 5.0%) | 1: ( 7.2%);Q1 = 3  | median = 4  | Q3 =  4  | mean = 3.81  | stdev = 0.786;
TOETSINGBEOORDELING_02;TOETSINGBEOORDELING_02;TRUE;numeric;6,171201062;1;5;NA;FALSE;4: (48.8%) | 3: (19.9%) | 5: (16.7%) | 2: ( 6.8%) | 1: ( 7.8%);Q1 = 3  | median = 4  | Q3 =  4  | mean = 3.77  | stdev = 0.884;
TOETSINGBEOORDELING_03;TOETSINGBEOORDELING_03;TRUE;numeric;6,171201062;1;5;NA;FALSE;4: (56.0%) | 3: (20.2%) | 5: (11.6%) | 2: ( 4.7%) | 1: ( 7.4%);Q1 = 3  | median = 4  | Q3 =  4  | mean = 3.77  | stdev = 0.779;
TOETSINGBEOORDELING_04;TOETSINGBEOORDELING_04;TRUE;numeric;6,237558062;1;5;NA;FALSE;4: (51.2%) | 3: (25.6%) | 5: (10.0%) | 2: ( 5.4%) | 1: ( 7.9%);Q1 = 3  | median = 4  | Q3 =  4  | mean = 3.67  | stdev = 0.81;
TOETSINGBEOORDELING_05;TOETSINGBEOORDELING_05;TRUE;numeric;6,237558062;1;5;NA;FALSE;4: (54.7%) | 3: (19.2%) | 5: (14.1%) | 2: ( 4.6%) | 1: ( 7.4%);Q1 = 3  | median = 4  | Q3 =  4  | mean = 3.81  | stdev = 0.791;
TOETSINGBEOORDELING_06;TOETSINGBEOORDELING_06;TRUE;numeric;6,237558062;1;5;NA;FALSE;4: (43.3%) | 3: (25.2%) | 5: (13.0%) | 2: ( 9.6%) | 1: ( 8.9%);Q1 = 3  | median = 4  | Q3 =  4  | mean = 3.58  | stdev = 0.946;
BETROKKENHEIDCONTACT_THEMA;BETROKKENHEIDCONTACT_THEMA;TRUE;numeric;6,635700066;1;5;NA;FALSE;4: ( 9.6%) | 3.88888888888889: ( 7.6%) | 4.11111111111111: ( 7.4%) | 3.77777777777778: ( 6.6%) | 4.22222222222222: ( 6.4%) | 3.66666666666667: ( 6.4%) | 4.33333333333333: ( 5.2%) | 4.55555555555556: ( 5.2%) | 4.44444444444444: ( 5.0%) | Other: (40.5%);Q1 = 3.55555555555556  | median = 4  | Q3 =  4.33333333333333  | mean = 3.93  | stdev = 0.583;
BETROKKENHEIDCONTACT_01;BETROKKENHEIDCONTACT_01;TRUE;numeric;6,569343066;1;5;NA;FALSE;4: (50.5%) | 5: (29.8%) | 3: ( 9.8%) | 2: ( 2.8%) | 1: ( 7.2%);Q1 = 4  | median = 4  | Q3 =  5  | mean = 4.14  | stdev = 0.763;
BETROKKENHEIDCONTACT_02;BETROKKENHEIDCONTACT_02;TRUE;numeric;6,569343066;1;5;NA;FALSE;4: (48.3%) | 3: (21.0%) | 5: (16.0%) | 2: ( 7.0%) | 1: ( 7.8%);Q1 = 3  | median = 4  | Q3 =  4  | mean = 3.76  | stdev = 0.867;
BETROKKENHEIDCONTACT_03;BETROKKENHEIDCONTACT_03;TRUE;numeric;6,569343066;1;5;NA;FALSE;5: (41.0%) | 4: (38.4%) | 3: (10.1%) | 2: ( 2.9%) | 1: ( 7.6%);Q1 = 4  | median = 4  | Q3 =  5  | mean = 4.23  | stdev = 0.848;
BETROKKENHEIDCONTACT_04;BETROKKENHEIDCONTACT_04;TRUE;numeric;6,635700066;1;5;NA;FALSE;4: (38.2%) | 5: (21.9%) | 3: (20.6%) | 2: ( 9.8%) | 1: ( 9.6%);Q1 = 3  | median = 4  | Q3 =  4  | mean = 3.71  | stdev = 1.04;
BETROKKENHEIDCONTACT_05;BETROKKENHEIDCONTACT_05;TRUE;numeric;6,635700066;1;5;NA;FALSE;4: (46.1%) | 5: (23.2%) | 3: (17.1%) | 2: ( 5.3%) | 1: ( 8.2%);Q1 = 3  | median = 4  | Q3 =  4  | mean = 3.9  | stdev = 0.897;
BETROKKENHEIDCONTACT_06;BETROKKENHEIDCONTACT_06;TRUE;numeric;6,635700066;1;5;NA;FALSE;4: (44.3%) | 5: (28.6%) | 3: (15.3%) | 2: ( 4.1%) | 1: ( 7.8%);Q1 = 4  | median = 4  | Q3 =  5  | mean = 4.02  | stdev = 0.869;
