Veldnaam;Veldnaam_export;In_gebruik;Veldtype;p_na;lower;upper;pattern;Uniek;Percentages;Distribution;Opmerkingen
NAE_Vooropleiding_bachelor_naam_opleiding;vM04f2_a;TRUE;character;26,004464285714285;NA;NA;NA;FALSE;geneeskunde: ( 4.2%) | psychologie: ( 3.6%) | rechtsgeleerdheid: ( 3.3%) | bedrijfskunde: ( 3.1%) | gezondheidswetenschappen: ( 1.9%) | bewegingswetenschappen: ( 1.8%) | biomedische wetenschappen: ( 1.8%) | criminologie: ( 1.6%) | economics and business economics: ( 1.3%) | Other: (77.3%);NA;
NAE_Vooropleiding_bachelor_naam_universiteit;vM04f2_b;TRUE;character;26,004464285714285;NA;NA;NA;FALSE;vrije universiteit amsterdam: (13.7%) | vrije universiteit: (11.6%) | vu: ( 6.2%) | universiteit van amsterdam: ( 3.8%) | universiteit leiden: ( 3.0%) | uva: ( 2.2%) | vu amsterdam: ( 2.2%) | universiteit utrecht: ( 2.1%) | rijksuniversiteit groningen: ( 1.0%) | Other: (54.0%);NA;
NAE_Vooropleiding_bachelor_beginjaar;vM04f2_c;TRUE;character;0,000000000000000;NA;NA;NA;FALSE;Doorverwijzing: (26.0%) | 2016: (19.9%) | 2017: (16.2%) | 2015: (13.5%) | 2018: ( 9.0%) | 2014: ( 5.4%) | 2013: ( 3.1%) | 2012: ( 1.3%) | 2011: ( 1.2%) | 2019: ( 1.0%) | Other: ( 3.3%);Q1 = 2015  | median = 2016  | Q3 =  2017  | mean = 2015  | stdev = 3.54;
NAE_Vooropleiding_bachelor_beginmaand;vM04f2_d;TRUE;subset;0,000000000000000;NA;NA;NA;FALSE;September: (64.51%) | Doorverwijzing: (26.00%) | Augustus: ( 4.02%) | Oktober: ( 2.68%) | Februari: ( 0.56%) | Januari: ( 0.56%) | Juni: ( 0.45%) | Maart: ( 0.45%) | April: ( 0.33%) | Juli: ( 0.33%) | Other: ( 0.11%);NA;
NAE_Vooropleiding_bachelor_afstudeerjaar;vM04f2_e;TRUE;character;0,000000000000000;NA;NA;NA;FALSE;Doorverwijzing: (26.00%) | 2020: (23.66%) | 2019: (16.96%) | 2021: (16.29%) | 2018: ( 9.38%) | 2017: ( 2.23%) | 2016: ( 1.34%) | 2015: ( 0.89%) | 2014: ( 0.67%) | 2013: ( 0.56%) | Other: ( 2.01%);Q1 = 2019  | median = 2020  | Q3 =  2020  | mean = 2019  | stdev = 2.87;
NAE_Vooropleiding_bachelor_afstudeermaand;vM04f2_f;TRUE;subset;0,000000000000000;NA;NA;NA;FALSE;Doorverwijzing: (26.0%) | Juli: (24.3%) | Juni: (15.5%) | Augustus: (15.4%) | September: ( 3.8%) | December: ( 2.9%) | Mei: ( 2.9%) | Februari: ( 2.5%) | Januari: ( 2.0%) | April: ( 1.5%) | Other: ( 3.2%);NA;
NAE_Vooropleiding_premaster_naam_opleiding;vM04g_a;TRUE;character;82,812500000000000;NA;NA;NA;FALSE;bestuurskunde: ( 0.45%) | political science: ( 0.45%) | premaster health sciences: ( 0.45%) | bco: ( 0.33%) | beleid, communicatie en organisatie: ( 0.33%) | business administration: ( 0.33%) | business analytics: ( 0.33%) | health sciences: ( 0.33%) | premaster bco: ( 0.33%) | Other: (96.65%);NA;
NAE_Vooropleiding_premaster_naam_onderwijsinstelling;vM04g_b;TRUE;character;82,812500000000000;NA;NA;NA;FALSE;vu: ( 5.58%) | vrije universiteit: ( 3.57%) | vrije universiteit amsterdam: ( 3.12%) | vu amsterdam: ( 1.34%) | open universiteit: ( 0.89%) | vu/uva: ( 0.33%) | universiteit van amsterdam: ( 0.22%) | uva en vu: ( 0.22%) | vrij universiteit: ( 0.22%) | Other: (84.49%);NA;
NAE_Vooropleiding_premaster_afstudeerjaar;vM04g_c;TRUE;subset;0,000000000000000;NA;NA;NA;FALSE;Doorverwijzing: (82.81%) | 2021: ( 9.38%) | 2020: ( 5.13%) | 2019: ( 1.90%) | 2018: ( 0.33%) | 2017: ( 0.22%) | 2013: ( 0.11%) | 2016: ( 0.11%);Q1 = 2020  | median = 2021  | Q3 =  2021  | mean = 2020  | stdev = 1.09;
NAE_Vooropleiding_premaster_afstudeermaand;vM04g_d;TRUE;subset;0,000000000000000;NA;NA;NA;FALSE;Doorverwijzing: (82.81%) | Juli: ( 6.47%) | Juni: ( 4.46%) | Augustus: ( 2.34%) | Januari: ( 1.45%) | Februari: ( 0.78%) | Mei: ( 0.45%) | September: ( 0.45%) | December: ( 0.33%) | November: ( 0.22%) | Other: ( 0.22%);NA;
NAE_Vooropleiding_naam_opleiding;vM04h_a;TRUE;character;91,183035714285708;NA;NA;NA;FALSE;toegepaste wiskunde: ( 0.33%) | international relations: ( 0.22%) | 1 semester of economics bachelor courses after a bachelor of science in physics: ( 0.11%) | accountancy: ( 0.11%) | ba hons business management, bba new business: ( 0.11%) | bachelor fysiotherapie: ( 0.11%) | bedrijfskunde master: ( 0.11%) | biologie & medisch laboratorium onderzoek: ( 0.11%) | biologie & medisch laboratoriumonderzoek: ( 0.11%) | Other: (98.66%);NA;
NAE_Vooropleiding_naam_onderwijsintelling;vM04h_b;TRUE;character;91,183035714285708;NA;NA;NA;FALSE;vrije universiteit: ( 0.67%) | vu: ( 0.56%) | hogeschool leiden: ( 0.45%) | vrije universiteit amsterdam: ( 0.45%) | hogeschool van amsterdam: ( 0.33%) | vu amsterdam: ( 0.33%) | erasmus universiteit rotterdam: ( 0.22%) | haagse hogeschool: ( 0.22%) | hogeschool rotterdam: ( 0.22%) | Other: (96.54%);NA;
NAE_Vooropleiding_afstudeerjaar;vM04h_c;TRUE;subset;0,000000000000000;NA;NA;NA;FALSE;Doorverwijzing: (91.18%) | 2020: ( 1.90%) | 2021: ( 1.67%) | 2019: ( 1.23%) | 2016: ( 0.78%) | 2012: ( 0.45%) | 2013: ( 0.45%) | 2014: ( 0.45%) | 2017: ( 0.45%) | 2018: ( 0.45%) | Other: ( 1.00%);Q1 = 2015  | median = 2019  | Q3 =  2020  | mean = 2017  | stdev = 5.52;
NAE_Vooropleiding_afstudeermaand;vM04h_d;TRUE;subset;0,000000000000000;NA;NA;NA;FALSE;Doorverwijzing: (91.18%) | Juli: ( 2.01%) | Augustus: ( 1.90%) | Juni: ( 1.56%) | September: ( 1.00%) | December: ( 0.45%) | Februari: ( 0.33%) | Maart: ( 0.33%) | Mei: ( 0.33%) | November: ( 0.33%) | Other: ( 0.56%);NA;
NAE_Stage_gelopen_in_nederland;v05a__1;TRUE;subset;0,000000000000000;NA;NA;NA;FALSE;Nee: (50%) | Ja: (50%);NA;
NAE_Stage_gelopen_in_buitenland;v05a__2;TRUE;subset;0,000000000000000;NA;NA;NA;FALSE;Nee: (95.1%) | Ja: ( 4.9%);NA;
NAE_Stage_gelopen;v05a__3;TRUE;subset;0,000000000000000;NA;NA;NA;FALSE;Nee: (53%) | Ja: (47%);NA;
NAE_Stage_buitenland_via_Erasmus_programme;v05b;TRUE;subset;0,000000000000000;NA;NA;NA;FALSE;Doorverwijzing: (95.09%) | Nee: ( 4.02%) | Ja: ( 0.89%);NA;
NAE_Stage_gelopen_in_nederland_tijdens_bachelor;v05c__1;TRUE;subset;0,000000000000000;NA;NA;NA;FALSE;Nee: (62%) | Ja: (38%);NA;
NAE_Stage_gelopen_in_buitenland_tijdens_bachelor;v05c__2;TRUE;subset;0,000000000000000;NA;NA;NA;FALSE;Nee: (84%) | Ja: (16%);NA;
NAE_Stage_gelopen_tijdens_bachelor;v05c__3;TRUE;subset;0,000000000000000;NA;NA;NA;FALSE;Nee: (51%) | Ja: (49%);NA;
NAE_Stage_buitenland_tijdens_bachelor_via_Erasmus_programme;v05d;TRUE;subset;0,000000000000000;NA;NA;NA;FALSE;Doorverwijzing: (83.6%) | Nee: (13.8%) | Ja: ( 2.6%);NA;
NAE_Extracurriculaire_activiteiten;v06a__1;TRUE;subset;0,000000000000000;NA;NA;NA;FALSE;Nee: (57%) | Ja: (43%);NA;
NAE_Extracurriculaire_activiteiten_relevante_bijbaan;v06a__2;TRUE;subset;0,000000000000000;NA;NA;NA;FALSE;Ja: (59%) | Nee: (41%);NA;
NAE_Extracurriculaire_activiteiten_overige_bijbaan;v06a__3;TRUE;subset;0,000000000000000;NA;NA;NA;FALSE;Nee: (81%) | Ja: (19%);NA;
NAE_Extracurriculaire_activiteiten_studentassistentschap;v06a__4;TRUE;subset;0,000000000000000;NA;NA;NA;FALSE;Nee: (68%) | Ja: (32%);NA;
NAE_Extracurriculaire_activiteiten_vrijwilligerswerk;v06a__5;TRUE;subset;0,000000000000000;NA;NA;NA;FALSE;Nee: (89%) | Ja: (11%);NA;
NAE_Extracurriculaire_activiteiten_honours;v06a__6;TRUE;subset;0,000000000000000;NA;NA;NA;FALSE;Nee: (87%) | Ja: (13%);NA;
NAE_Extracurriculaire_activiteiten_stage_buiten_opleiding;v06a__7;TRUE;subset;0,000000000000000;NA;NA;NA;FALSE;Nee: (95.4%) | Ja: ( 4.6%);NA;
NAE_Extracurriculaire_activiteiten_bedrijf_opgericht;v06a__8;TRUE;subset;0,000000000000000;NA;NA;NA;FALSE;Nee: (95.1%) | Ja: ( 4.9%);NA;
NAE_Extracurriculaire_activiteiten_studentpoltiek_medezeggenschapsraad;v06a__9;TRUE;subset;0,000000000000000;NA;NA;NA;FALSE;Nee: (84%) | Ja: (16%);NA;
NAE_Extracurriculaire_activiteiten_bestuurslid_vereniging;v06a__10;TRUE;subset;0,000000000000000;NA;NA;NA;FALSE;Nee: (70%) | Ja: (30%);NA;
NAE_Extracurriculaire_activiteiten_commissielid_vereniging;v06a__11;TRUE;subset;0,000000000000000;NA;NA;NA;FALSE;Nee: (90.1%) | Ja: ( 9.9%);NA;
NAE_Extracurriculaire_activiteiten_overig;v06a__12;TRUE;subset;0,000000000000000;NA;NA;NA;FALSE;Nee: (93.3%) | Ja: ( 6.7%);NA;
NAE_Extracurriculaire_activiteiten_overig_namelijk;v06a_text;TRUE;character;90,066964285714292;NA;NA;NA;FALSE;topsport: ( 0.45%) | minor in het buitenland: ( 0.22%) | academic mentor voor 20 bedrijfsskunde studenten en student ambassador voor de bedrijfskunde studie: ( 0.11%) | avondopleiding: ( 0.11%) | backpacken: ( 0.11%) | bestuur zomerschool nahss: ( 0.11%) | bestuursfunctie dispuut: ( 0.11%) | betaalde muzikale activiteiten: ( 0.11%) | bijles gegeven, organisatie studiereis, pr commissie: ( 0.11%) | Other: (98.55%);NA;
NAE_Tijdens_master_onderwijs_gevolgd_in_ander_land;v06b;TRUE;subset;0,000000000000000;NA;NA;NA;FALSE;Nee: (94.2%) | Ja: ( 5.8%);NA;
NAE_Tijdens_master_onderwijs_gevolgd_in_ander_land_via_erasmus_prgramme;v06b1;TRUE;subset;0,000000000000000;NA;NA;NA;FALSE;Doorverwijzing: (94.2%) | Nee: ( 4.2%) | Ja: ( 1.6%);NA;
NAE_Voorafgaand_master_onderwijs_gevolgd_in_ander_land;v06c;TRUE;subset;0,000000000000000;NA;NA;NA;FALSE;Nee: (81%) | Ja: (19%);NA;
NAE_Voorafgaand_master_onderwijs_gevolgd_in_ander_land_via_erasmus_prgramme;v06c1;TRUE;subset;0,000000000000000;NA;NA;NA;FALSE;Doorverwijzing: (81.0%) | Nee: (10.0%) | Ja: ( 8.9%);NA;
NAE_Gemiddeld_cijfer;v07;TRUE;subset;0,000000000000000;NA;NA;NA;FALSE;7,5: (37.83%) | 8: (24.11%) | 7: (21.09%) | 8,5: (10.16%) | 6,5: ( 4.69%) | 9: ( 1.67%) | 6: ( 0.33%) | 9,5: ( 0.11%);Q1 = 7  | median = 8  | Q3 =  8  | mean = 7.57  | stdev = 0.575;
NAE_Promotietraject_na_afronden_master;v08a__2;TRUE;subset;0,000000000000000;NA;NA;NA;FALSE;Nee: (88%) | Ja: (12%);NA;
NAE_Universitaire_lerarenopleiding_na_afronden_master;v08a__3;TRUE;subset;0,000000000000000;NA;NA;NA;FALSE;Nee: (98.9%) | Ja: ( 1.1%);NA;
NAE_postdoc_na_afronden_master;v08a__4;TRUE;subset;0,000000000000000;NA;NA;NA;FALSE;Nee: (98.8%) | Ja: ( 1.2%);NA;
NAE_postinitiele_opleiding_na_afronden_master;v08a__5;TRUE;subset;0,000000000000000;NA;NA;NA;FALSE;Nee: (98.2%) | Ja: ( 1.8%);NA;
NAE_WO_bachelor_na_afronden_master;v08a__6;TRUE;subset;0,000000000000000;NA;NA;NA;FALSE;Nee: ( 99.55%) | Ja: (  0.45%);NA;
NAE_WO_master_na_afronden_master;v08a__7;TRUE;subset;0,000000000000000;NA;NA;NA;FALSE;Nee: (93.4%) | Ja: ( 6.6%);NA;
NAE_Andere_opleiding_na_afronden_master;v08a__8;TRUE;subset;0,000000000000000;NA;NA;NA;FALSE;Nee: (96.4%) | Ja: ( 3.6%);NA;
NAE_Geen_opleiding_begonnen_na_afronden_master;v08a__1;TRUE;subset;0,000000000000000;NA;NA;NA;FALSE;Ja: (74%) | Nee: (26%);NA;
NAE_postdoc_na_afronden_master_namelijk;v08a_4_text;TRUE;subset;98,772321428571431;NA;NA;NA;FALSE;register controller: ( 0.22%) | aios bedrijfsgeneeskunde: ( 0.11%) | aios ouderengeneeskunde: ( 0.11%) | frm: ( 0.11%) | gynaecologie: ( 0.11%) | gz-psycholoog: ( 0.11%) | jads: post master data science & ai: ( 0.11%) | law: ( 0.11%) | pgo accountancy: ( 0.11%) | Other: (98.88%);NA;
NAE_postinitiele_opleiding_na_afronden_master_namelijk;v08a_5_text;TRUE;subset;98,214285714285708;NA;NA;NA;FALSE;cfa: ( 0.22%) | advocaat: ( 0.11%) | beroepsopleiding voor bedrijfsjuristen (sbb): ( 0.11%) | cgt-opleiding, emdr-opleiding: ( 0.11%) | clerkship: ( 0.11%) | master epidemiologie: ( 0.11%) | nederlands register gerechtelijk deskundigen: ( 0.11%) | notariële beroepsopleiding: ( 0.11%) | ohs parodontolgie universtaire master: ( 0.11%) | Other: (98.88%);NA;
NAE_WO_bachelor_na_afronden_master_namelijk;v08a_6_text;TRUE;subset;99,553571428571431;NA;NA;NA;FALSE;geneeskunde: (  0.22%) | hondeñgedr: (  0.11%) | psychology: ( 99.67%);NA;
NAE_WO_master_na_afronden_master_namelijk;v08a_7_text;TRUE;character;93,415178571428569;NA;NA;NA;FALSE;bestuurskunde: ( 0.22%) | rechtsgeleerdheid: ( 0.22%) | accounting and control: ( 0.11%) | asian studies: ( 0.11%) | behavioural data science: ( 0.11%) | biomedical engineering: ( 0.11%) | business analytics: ( 0.11%) | business analytics & management: ( 0.11%) | business data science: ( 0.11%) | Other: (98.77%);NA;
NAE_Andere_opleiding_na_afronden_master_namelijk;v08a_8_text;TRUE;character;96,428571428571431;NA;NA;NA;FALSE;traineeship: ( 0.22%) | academie van wetgeving: ( 0.11%) | basis kwalificatie onderwijs (bko): ( 0.11%) | beroeps: ( 0.11%) | beroepsopleiding bedrijfsjuristen: ( 0.11%) | beroepsopleiding notariaat: ( 0.11%) | business course nyenrode: ( 0.11%) | cfa: ( 0.11%) | cgt opleiding: ( 0.11%) | Other: (98.88%);NA;
NAE_Huidige_status_promotietraject;v08b_a;TRUE;subset;0,000000000000000;NA;NA;NA;FALSE;Doorverwijzing: (87.72%) | Ik volg deze opleiding nog steeds: (12.05%) | Ik heb de opleiding zonder diploma of certificaat verlaten: ( 0.22%);NA;
NAE_Huidige_status_universitaire_lerarenopleiding;v08b_b;TRUE;subset;0,000000000000000;NA;NA;NA;FALSE;Doorverwijzing: (98.88%) | Ik heb mijn diploma of certificaat behaald: ( 0.67%) | Ik volg deze opleiding nog steeds: ( 0.45%);NA;
NAE_Huidige_status_postdoc;v08b_c;TRUE;subset;0,000000000000000;NA;NA;NA;FALSE;Doorverwijzing: (98.77%) | Ik volg deze opleiding nog steeds: ( 0.89%) | Ik heb mijn diploma of certificaat behaald: ( 0.22%) | Ik heb de opleiding zonder diploma of certificaat verlaten: ( 0.11%);NA;
NAE_Huidige_status_postinitiele_opleiding;v08b_d;TRUE;subset;0,000000000000000;NA;NA;NA;FALSE;Doorverwijzing: (98.21%) | Ik volg deze opleiding nog steeds: ( 1.23%) | Ik heb mijn diploma of certificaat behaald: ( 0.56%);NA;
NAE_Huidige_status_WO_bachelor;v08b_e;TRUE;subset;0,000000000000000;NA;NA;NA;FALSE;Doorverwijzing: ( 99.55%) | Ik volg deze opleiding nog steeds: (  0.22%) | Ik ben tijdelijk gestopt met de opleiding: (  0.11%) | Ik heb mijn diploma of certificaat behaald: (  0.11%);NA;
