preferred_field_name;raw_field_name;in_use
MVR_PSH_Exploratief_overdenken_DID13;Ruminative_exploration1_DIDS13;TRUE
MVR_PSH_Exploratief_overdenken_DID18;Ruminative_exploration1_DIDS18;TRUE
MVR_PSH_Exploratief_overdenken_DID23;Ruminative_exploration1_DIDS23;TRUE
MVR_PSH_Exploratief_overdenken_gemiddelde;Ruminative_exploration1_StudentAverage;TRUE
MVR_PSH_Identiteit_DID04;Identification1_DIDS04;TRUE
MVR_PSH_Identiteit_DID09;Identification1_DIDS09;TRUE
MVR_PSH_Identiteit_DID14;Identification1_DIDS14;TRUE
MVR_PSH_Identiteit_DID19;Identification1_DIDS19;TRUE
MVR_PSH_Identiteit_DID24;Identification1_DIDS24;TRUE
MVR_PSH_Identiteit_gemiddelde;Identification1_StudentAverage;TRUE
MVR_PSH_Exploratief_verdiepend_DID05;Exploration_in_depth1_DIDS05;TRUE
MVR_PSH_Exploratief_verdiepend_DID10;Exploration_in_depth1_DIDS10;TRUE
MVR_PSH_Exploratief_verdiepend_DID15;Exploration_in_depth1_DIDS15;TRUE
MVR_PSH_Exploratief_verdiepend_DID20;Exploration_in_depth1_DIDS20;TRUE
MVR_PSH_Exploratief_verdiepend_DID25;Exploration_in_depth1_DIDS25;TRUE
MVR_PSH_Exploratief_verdiepend_gemiddelde;Exploration_in_depth1_StudentAverage;TRUE
MVR_PSH_INT_Realistisch_01;Realistic1_Interest01;TRUE
MVR_PSH_VAA_Realistisch_01;Realistic1_Skill01;TRUE
MVR_PSH_INT_Realistisch_07;Realistic1_Interest07;TRUE
MVR_PSH_VAA_Realistisch_07;Realistic1_Skill07;TRUE
MVR_PSH_INT_Realistisch_13;Realistic1_Interest13;TRUE
MVR_PSH_VAA_Realistisch_13;Realistic1_Skill13;TRUE
MVR_PSH_INT_Realistisch_19;Realistic1_Interest19;TRUE
MVR_PSH_VAA_Realistisch_19;Realistic1_Skill19;TRUE
MVR_PSH_INT_Realistisch_25;Realistic1_Interest25;TRUE
MVR_PSH_VAA_Realistisch_25;Realistic1_Skill25;TRUE
MVR_PSH_INT_Realistisch_31;Realistic1_Interest31;TRUE
MVR_PSH_VAA_Realistisch_31;Realistic1_Skill31;TRUE
MVR_PSH_Realistisch_gemiddelde;Realistic1_StudentAverage;TRUE
MVR_PSH_INT_Onderzoekend_02;Investigative1_Interest02;TRUE
MVR_PSH_VAA_Onderzoekend_02;Investigative1_Skill02;TRUE
MVR_PSH_INT_Onderzoekend_08;Investigative1_Interest08;TRUE
MVR_PSH_VAA_Onderzoekend_08;Investigative1_Skill08;TRUE
MVR_PSH_INT_Onderzoekend_14;Investigative1_Interest14;TRUE
MVR_PSH_VAA_Onderzoekend_14;Investigative1_Skill14;TRUE
MVR_PSH_INT_Onderzoekend_20;Investigative1_Interest20;TRUE
MVR_PSH_VAA_Onderzoekend_20;Investigative1_Skill20;TRUE
MVR_PSH_INT_Onderzoekend_26;Investigative1_Interest26;TRUE
MVR_PSH_VAA_Onderzoekend_26;Investigative1_Skill26;TRUE
MVR_PSH_INT_Onderzoekend_32;Investigative1_Interest32;TRUE
MVR_PSH_VAA_Onderzoekend_32;Investigative1_Skill32;TRUE
MVR_PSH_INT_Onderzoekend_37;Investigative1_Interest37;TRUE
MVR_PSH_VAA_Onderzoekend_37;Investigative1_Skill37;TRUE
MVR_PSH_INT_Onderzoekend_38;Investigative1_Interest38;TRUE
MVR_PSH_VAA_Onderzoekend_38;Investigative1_Skill38;TRUE
MVR_PSH_Onderzoekend_gemiddelde;Investigative1_StudentAverage;TRUE
MVR_PSH_INT_Artistisch_03;Artistic1_Interest03;TRUE
MVR_PSH_VAA_Artistisch_03;Artistic1_Skill03;TRUE
MVR_PSH_INT_Artistisch_09;Artistic1_Interest09;TRUE
MVR_PSH_VAA_Artistisch_09;Artistic1_Skill09;TRUE
MVR_PSH_INT_Artistisch_15;Artistic1_Interest15;TRUE
MVR_PSH_VAA_Artistisch_15;Artistic1_Skill15;TRUE
MVR_PSH_INT_Artistisch_21;Artistic1_Interest21;TRUE
MVR_PSH_VAA_Artistisch_21;Artistic1_Skill21;TRUE
MVR_PSH_INT_Artistisch_27;Artistic1_Interest27;TRUE
MVR_PSH_VAA_Artistisch_27;Artistic1_Skill27;TRUE
MVR_PSH_INT_Artistisch_33;Artistic1_Interest33;TRUE
MVR_PSH_VAA_Artistisch_33;Artistic1_Skill33;TRUE
MVR_PSH_Artistisch_gemiddelde;Artistic1_StudentAverage;TRUE
MVR_PSH_INT_Sociaal_04;Social1_Interest04;TRUE
MVR_PSH_VAA_Sociaal_04;Social1_Skill04;TRUE
MVR_PSH_INT_Sociaal_10;Social1_Interest10;TRUE
MVR_PSH_VAA_Sociaal_10;Social1_Skill10;TRUE
MVR_PSH_INT_Sociaal_16;Social1_Interest16;TRUE
MVR_PSH_VAA_Sociaal_16;Social1_Skill16;TRUE
MVR_PSH_INT_Sociaal_22;Social1_Interest22;TRUE
MVR_PSH_VAA_Sociaal_22;Social1_Skill22;TRUE
MVR_PSH_INT_Sociaal_28;Social1_Interest28;TRUE
MVR_PSH_VAA_Sociaal_28;Social1_Skill28;TRUE
MVR_PSH_INT_Sociaal_34;Social1_Interest34;TRUE
MVR_PSH_VAA_Sociaal_34;Social1_Skill34;TRUE
MVR_PSH_Sociaal_gemiddelde;Social1_StudentAverage;TRUE
MVR_PSH_INT_Ondernemend_05;Enterprising1_Interest05;TRUE
MVR_PSH_VAA_Ondernemend_05;Enterprising1_Skill05;TRUE
MVR_PSH_INT_Ondernemend_11;Enterprising1_Interest11;TRUE
MVR_PSH_VAA_Ondernemend_11;Enterprising1_Skill11;TRUE
MVR_PSH_INT_Ondernemend_17;Enterprising1_Interest17;TRUE
MVR_PSH_VAA_Ondernemend_17;Enterprising1_Skill17;TRUE
MVR_PSH_INT_Ondernemend_23;Enterprising1_Interest23;TRUE
MVR_PSH_VAA_Ondernemend_23;Enterprising1_Skill23;TRUE
MVR_PSH_INT_Ondernemend_29;Enterprising1_Interest29;TRUE
MVR_PSH_VAA_Ondernemend_29;Enterprising1_Skill29;TRUE
MVR_PSH_INT_Ondernemend_35;Enterprising1_Interest35;TRUE
MVR_PSH_VAA_Ondernemend_35;Enterprising1_Skill35;TRUE
MVR_PSH_INT_Ondernemend_gemiddelde;Enterprising1_StudentAverage;TRUE
MVR_PSH_INT_Conventioneel_06;Conventional1_Interest06;TRUE
MVR_PSH_VAA_Conventioneel_06;Conventional1_Skill06;TRUE
MVR_PSH_INT_Conventioneel_12;Conventional1_Interest12;TRUE
MVR_PSH_VAA_Conventioneel_12;Conventional1_Skill12;TRUE
MVR_PSH_INT_Conventioneel_18;Conventional1_Interest18;TRUE
MVR_PSH_VAA_Conventioneel_18;Conventional1_Skill18;TRUE
MVR_PSH_INT_Conventioneel_24;Conventional1_Interest24;TRUE
MVR_PSH_VAA_Conventioneel_24;Conventional1_Skill24;TRUE
MVR_PSH_INT_Conventioneel_30;Conventional1_Interest30;TRUE
MVR_PSH_VAA_Conventioneel_30;Conventional1_Skill30;TRUE
MVR_PSH_INT_Conventioneel_36;Conventional1_Interest36;TRUE
MVR_PSH_VAA_Conventioneel_36;Conventional1_Skill36;TRUE
MVR_PSH_INT_gemiddelde;Conventional1_StudentAverage;TRUE
MVR_PSH_Extern_SRQA01;External1_SRQA01;TRUE
MVR_PSH_Extern_SRQA05;External1_SRQA05;TRUE
MVR_PSH_Extern_SRQA09;External1_SRQA09;TRUE
MVR_PSH_Extern_SRQA13;External1_SRQA13;TRUE
MVR_PSH_Extern_gemiddelde;External1_StudentAverage;TRUE
MVR_PSH_Introjectie_SRQA02;Introjected1_SRQA02;TRUE
MVR_PSH_Introjectie_SRQA06;Introjected1_SRQA06;TRUE
MVR_PSH_Introjectie_SRQA10;Introjected1_SRQA10;TRUE
MVR_PSH_Introjectie_SRQA14;Introjected1_SRQA14;TRUE
MVR_PSH_Introjectie_gemiddelde;Introjected1_StudentAverage;TRUE
MVR_PSH_Geidentificeerd_SRQA03;Identified1_SRQA03;TRUE
MVR_PSH_Geidentificeerd_SRQA07;Identified1_SRQA07;TRUE
MVR_PSH_Geidentificeerd_SRQA11;Identified1_SRQA11;TRUE
MVR_PSH_Geidentificeerd_SRQA15;Identified1_SRQA15;TRUE
MVR_PSH_Geidentificeerd_gemiddelde;Identified1_StudentAverage;TRUE
MVR_PSH_Intrinsiek_SRQA04;Intrinsic1_SRQA04;TRUE
MVR_PSH_Intrinsiek_SRQA08;Intrinsic1_SRQA08;TRUE
MVR_PSH_Intrinsiek_SRQA12;Intrinsic1_SRQA12;TRUE
MVR_PSH_Intrinsiek_SRQA16;Intrinsic1_SRQA16;TRUE
MVR_PSH_Intrinsiek_gemiddelde;Intrinsic1_StudentAverage;TRUE
MVR_BFI_Extraversie_BFI01;Extraversion1_BFI01;TRUE
MVR_BFI_Extraversie_BFI06;Extraversion1_BFI06;TRUE
MVR_BFI_Extraversie_BFI11R;Extraversion1_BFI11R;TRUE
MVR_BFI_Extraversie_BFI16R;Extraversion1_BFI16R;TRUE
MVR_BFI_Extraversie_BFI21;Extraversion1_BFI21;TRUE
MVR_BFI_Extraversie_BFI26R;Extraversion1_BFI26R;TRUE
MVR_BFI_Extraversie_BFI31R;Extraversion1_BFI31R;TRUE
MVR_BFI_Extraversie_BFI36;Extraversion1_BFI36;TRUE
MVR_BFI_Extraversie_BFI41;Extraversion1_BFI41;TRUE
MVR_BFI_Extraversie_BFI46;Extraversion1_BFI46;TRUE
MVR_BFI_Extraversie_BFI51R;Extraversion1_BFI51R;TRUE
MVR_BFI_Extraversie_BFI56;Extraversion1_BFI56;TRUE
MVR_BFI_Extraversie_gemiddelde;Extraversion1_StudentAverage;TRUE
MVR_Vriendelijkheid_BFI02;Agreeableness1_BFI02;TRUE
MVR_Vriendelijkheid_BFI07;Agreeableness1_BFI07;TRUE
MVR_Vriendelijkheid_BFI12R;Agreeableness1_BFI12R;TRUE
MVR_Vriendelijkheid_BFI17R;Agreeableness1_BFI17R;TRUE
MVR_Vriendelijkheid_BFI22R;Agreeableness1_BFI22R;TRUE
MVR_Vriendelijkheid_BFI27;Agreeableness1_BFI27;TRUE
MVR_Vriendelijkheid_BFI32;Agreeableness1_BFI32;TRUE
MVR_Vriendelijkheid_BFI37R;Agreeableness1_BFI37R;TRUE
MVR_Vriendelijkheid_BFI42R;Agreeableness1_BFI42R;TRUE
MVR_Vriendelijkheid_BFI47R;Agreeableness1_BFI47R;TRUE
MVR_Vriendelijkheid_BFI52;Agreeableness1_BFI52;TRUE
MVR_Vriendelijkheid_BFI57;Agreeableness1_BFI57;TRUE
MVR_Vriendelijkheid_gemiddelde;Agreeableness1_StudentAverage;TRUE
MVR_Conscientieusheid_BFI03R;Conscientiousness1_BFI03R;TRUE
MVR_Conscientieusheid_BFI08R;Conscientiousness1_BFI08R;TRUE
MVR_Conscientieusheid_BFI13;Conscientiousness1_BFI13;TRUE
MVR_Conscientieusheid_BFI18;Conscientiousness1_BFI18;TRUE
MVR_Conscientieusheid_BFI23R;Conscientiousness1_BFI23R;TRUE
MVR_Conscientieusheid_BFI28R;Conscientiousness1_BFI28R;TRUE
MVR_Conscientieusheid_BFI33;Conscientiousness1_BFI33;TRUE
MVR_Conscientieusheid_BFI38;Conscientiousness1_BFI38;TRUE
MVR_Conscientieusheid_BFI43;Conscientiousness1_BFI43;TRUE
MVR_Conscientieusheid_BFI48R;Conscientiousness1_BFI48R;TRUE
MVR_Conscientieusheid_BFI53;Conscientiousness1_BFI53;TRUE
MVR_Conscientieusheid_BFI58R;Conscientiousness1_BFI58R;TRUE
MVR_Conscientieusheid_gemiddelde;Conscientiousness1_StudentAverage;TRUE
MVR_Negatief_emotioneel_BFI04R;Negative_emotionality1_BFI04R;TRUE
MVR_Negatief_emotioneel_BFI09R;Negative_emotionality1_BFI09R;TRUE
MVR_Negatief_emotioneel_BFI14;Negative_emotionality1_BFI14;TRUE
MVR_Negatief_emotioneel_BFI19;Negative_emotionality1_BFI19;TRUE
MVR_Negatief_emotioneel_BFI24R;Negative_emotionality1_BFI24R;TRUE
MVR_Negatief_emotioneel_BFI29R;Negative_emotionality1_BFI29R;TRUE
MVR_Negatief_emotioneel_BFI34;Negative_emotionality1_BFI34;TRUE
MVR_Negatief_emotioneel_BFI39;Negative_emotionality1_BFI39;TRUE
MVR_Negatief_emotioneel_BFI44R;Negative_emotionality1_BFI44R;TRUE
MVR_Negatief_emotioneel_BFI49R;Negative_emotionality1_BFI49R;TRUE
MVR_Negatief_emotioneel_BFI54;Negative_emotionality1_BFI54;TRUE
MVR_Negatief_emotioneel_BFI59;Negative_emotionality1_BFI59;TRUE
MVR_Negatief_emotioneel_gemiddelde;Negative_emotionality1_StudentAverage;TRUE
MVR_Openheid_voor_ervaring_BFI05R;Open_minded1_BFI05R;TRUE
MVR_Openheid_voor_ervaring_BFI10;Open_minded1_BFI10;TRUE
MVR_Openheid_voor_ervaring_BFI15;Open_minded1_BFI15;TRUE
MVR_Openheid_voor_ervaring_BFI20;Open_minded1_BFI20;TRUE
MVR_Openheid_voor_ervaring_BFI25R;Open_minded1_BFI25R;TRUE
MVR_Openheid_voor_ervaring_BFI30R;Open_minded1_BFI30R;TRUE
MVR_Openheid_voor_ervaring_BFI35;Open_minded1_BFI35;TRUE
MVR_Openheid_voor_ervaring_BFI40;Open_minded1_BFI40;TRUE
MVR_Openheid_voor_ervaring_BFI45R;Open_minded1_BFI45R;TRUE
MVR_Openheid_voor_ervaring_BFI50R;Open_minded1_BFI50R;TRUE
MVR_Openheid_voor_ervaring_BFI55R;Open_minded1_BFI55R;TRUE
MVR_Openheid_voor_ervaring_BFI60;Open_minded1_BFI60;TRUE
MVR_Openheid_voor_ervaring_gemiddelde;Open_minded1_StudentAverage;TRUE
MVR_BSE1;Behavioral_science_education1_BSE1;TRUE
MVR_BSE2;Behavioral_science_education1_BSE2;TRUE
MVR_BSE3;Behavioral_science_education1_BSE3;TRUE
MVR_BSE4;Behavioral_science_education1_BSE4;TRUE
MVR_BSE5;Behavioral_science_education1_BSE5;TRUE
MVR_BSE_gemiddelde;Behavioral_science_education1_StudentAverage;TRUE
MVR_EBA1;Economics_and_Business_Administration1_EBA1;TRUE
MVR_EBA2;Economics_and_Business_Administration1_EBA2;TRUE
MVR_EBA3;Economics_and_Business_Administration1_EBA3;TRUE
MVR_EBA4;Economics_and_Business_Administration1_EBA4;TRUE
MVR_EBA5;Economics_and_Business_Administration1_EBA5;TRUE
MVR_EBA_gemiddelde;Economics_and_Business_Administration1_StudentAverage;TRUE
MVR_HUM1;Humanities1_H1;TRUE
MVR_HUM2;Humanities1_H2;TRUE
MVR_HUM3;Humanities1_H3;TRUE
MVR_HUM4;Humanities1_H4;TRUE
MVR_HUM5;Humanities1_H5;TRUE
MVR_HUM_gemiddelde;Humanities1_StudentAverage;TRUE
MVR_LPA1;Law_Public_Administration1_LPA1;TRUE
MVR_LPA2;Law_Public_Administration1_LPA2;TRUE
MVR_LPA3;Law_Public_Administration1_LPA3;TRUE
MVR_LPA4;Law_Public_Administration1_LPA4;TRUE
MVR_LPA5;Law_Public_Administration1_LPA5;TRUE
MVR_LPA_gemiddelde;Law_Public_Administration1_StudentAverage;TRUE
MVR_LSMH1;Life_science_medicine_health1_LSMH1;TRUE
MVR_LSMH2;Life_science_medicine_health1_LSMH2;TRUE
MVR_LSMH3;Life_science_medicine_health1_LSMH3;TRUE
MVR_LSMH4;Life_science_medicine_health1_LSMH4;TRUE
MVR_LSMH5;Life_science_medicine_health1_LSMH5;TRUE
MVR_LSMH_gemiddelde;Life_science_medicine_health1_StudentAverage;TRUE
MVR_SCT1;Science_technology1_ST1;TRUE
MVR_SCT2;Science_technology1_ST2;TRUE
MVR_SCT3;Science_technology1_ST3;TRUE
MVR_SCT4;Science_technology1_ST4;TRUE
MVR_SCT5;Science_technology1_ST5;TRUE
MVR_SCT_gemiddelde;Science_technology1_StudentAverage;TRUE
MVR_SOSC1;Social_Sciences1_SOSC1;TRUE
MVR_SOSC2;Social_Sciences1_SOSC2;TRUE
MVR_SOSC3;Social_Sciences1_SOSC3;TRUE
MVR_SOSC4;Social_Sciences1_SOSC4;TRUE
MVR_SOSC5;Social_Sciences1_SOSC5;TRUE
MVR_SOSC_gemiddelde;Social_Sciences1_StudentAverage;TRUE
MVR_INTDIS1;Interdisciplinary1_INTDIS1;TRUE
MVR_INTDIS2;Interdisciplinary1_INTDIS2;TRUE
MVR_INTDIS3;Interdisciplinary1_INTDIS3;TRUE
MVR_INTDIS4;Interdisciplinary1_INTDIS4;TRUE
MVR_INTDIS5;Interdisciplinary1_INTDIS5;TRUE
MVR_INTDIS_gemiddelde;Interdisciplinary1_StudentAverage;TRUE
